"partnerId","partnerName","partnerUrl"
"usimsa","유심사","https://www.usimsa.com/"
"dokkebi","로밍도깨비","https://www.rokebi.com/"
"dosirak","도시락이심","https://pkgtour.naver.com/products/wifidosirak/eSIM-JAPAN-20260619"
"maaltalk","말톡","https://store.maaltalk.com/goods/goods_view.php?goodsNo=1000000265"
"ringsim","링심","https://smartstore.naver.com/ringsim"
